"","candidate","votes","fraction_votes","PST045214","SEX255214","RHI125214","RHI225214","RHI325214","RHI425214","RHI525214","RHI625214","RHI725214","RHI825214"
"15714","Hillary Clinton",448,0.67,15279,51.5,77.6,19.9,0.3,0.4,0,1.8,1.2,76.6
"15717","Hillary Clinton",25561,0.669,226908,49.9,76.6,9.1,0.7,10.3,0.1,3.2,15.7,62.8
"15718","Donald Trump",3698,0.168,226908,49.9,76.6,9.1,0.7,10.3,0.1,3.2,15.7,62.8
"15726","Hillary Clinton",1639,0.48,73862,49.4,93.7,4.2,0.3,0.6,0,1.3,2.5,91.5
"15727","Donald Trump",5117,0.373,73862,49.4,93.7,4.2,0.3,0.6,0,1.3,2.5,91.5
"15730","Donald Trump",296,0.495,4563,49.3,93.5,5,0.2,0.4,0,1,1.8,92
"15732","Hillary Clinton",148,0.63,4563,49.3,93.5,5,0.2,0.4,0,1,1.8,92
"15737","Hillary Clinton",1876,0.565,76583,50.7,90,7,0.3,1.2,0,1.4,2,88.3
"15740","Donald Trump",5328,0.35,76583,50.7,90,7,0.3,1.2,0,1.4,2,88.3
"15746","Donald Trump",584,0.55,6625,44.7,95.1,3.7,0.1,0.3,0,0.8,0.7,94.5
"15747","Hillary Clinton",125,0.517,6625,44.7,95.1,3.7,0.1,0.3,0,0.8,0.7,94.5
"15752","Donald Trump",2185,0.356,33100,50.6,94.3,3.5,0.3,0.7,0,1.2,1.5,93.1
"15756","Hillary Clinton",888,0.557,33100,50.6,94.3,3.5,0.3,0.7,0,1.2,1.5,93.1
"15757","Donald Trump",561,0.494,16498,47.6,43,55.1,0.3,0.4,0.1,1.1,2.1,41.5
"15760","Hillary Clinton",1354,0.897,16498,47.6,43,55.1,0.3,0.4,0.1,1.1,2.1,41.5
"15768","Hillary Clinton",523,0.704,23106,49.1,96.2,2.8,0.1,0.3,0,0.6,0.6,95.7
"15769","Donald Trump",1586,0.697,23106,49.1,96.2,2.8,0.1,0.3,0,0.6,0.6,95.7
"15772","Donald Trump",830,0.5,16913,45.6,62.8,34.6,0.3,0.4,0,1.8,2.1,61
"15777","Hillary Clinton",806,0.75,16913,45.6,62.8,34.6,0.3,0.4,0,1.8,2.1,61
"15779","Donald Trump",3399,0.38,54885,51.3,82.3,14.5,0.3,1,0,1.8,2.2,80.4
"15782","Hillary Clinton",1296,0.657,54885,51.3,82.3,14.5,0.3,1,0,1.8,2.2,80.4
"15787","Donald Trump",1446,0.447,29778,50.9,67,28.2,0.8,0.9,0.1,3.1,4.2,63.8
"15790","Hillary Clinton",1902,0.743,29778,50.9,67,28.2,0.8,0.9,0.1,3.1,4.2,63.8
"15792","Hillary Clinton",600,0.571,29621,50.4,97.8,0.9,0.3,0.2,0,0.7,3.1,95
"15794","Donald Trump",2412,0.535,29621,50.4,97.8,0.9,0.3,0.2,0,0.7,3.1,95
"15799","Donald Trump",252,0.378,7023,50.9,42.1,47.5,7.2,0.4,0.1,2.7,1.7,41.1
"15805","Hillary Clinton",863,0.856,7023,50.9,42.1,47.5,7.2,0.4,0.1,2.7,1.7,41.1
"15808","Donald Trump",798,0.534,12225,50.2,68.5,29.3,0.4,0.3,0,1.5,2.8,66.9
"15811","Hillary Clinton",635,0.791,12225,50.2,68.5,29.3,0.4,0.3,0,1.5,2.8,66.9
"15814","Hillary Clinton",22674,0.661,332499,51.8,69.8,23.3,0.6,3.6,0.1,2.6,8,63.4
"15815","Donald Trump",18051,0.336,332499,51.8,69.8,23.3,0.6,3.6,0.1,2.6,8,63.4
"15825","Hillary Clinton",625,0.514,14423,50,90.8,5.1,0.4,1.2,0.1,2.5,4.4,87
"15826","Donald Trump",836,0.331,14423,50,90.8,5.1,0.4,1.2,0.1,2.5,4.4,87
"15828","Donald Trump",403,0.471,5234,49.9,98.4,0.2,0.3,0.2,0,0.9,1,97.7
"15831","Hillary Clinton",113,0.511,5234,49.9,98.4,0.2,0.3,0.2,0,0.9,1,97.7
"15834","Donald Trump",2620,0.376,49166,49.7,78.9,15.8,0.7,1.5,0.1,3,9.2,71.4
"15837","Hillary Clinton",1421,0.547,49166,49.7,78.9,15.8,0.7,1.5,0.1,3,9.2,71.4
"15843","Hillary Clinton",639,0.799,9827,52.2,64.8,32.2,0.6,0.4,0,2.1,2.4,63.1
"15845","Donald Trump",660,0.466,9827,52.2,64.8,32.2,0.6,0.4,0,2.1,2.4,63.1
"15850","Donald Trump",911,0.605,15308,49.2,98.7,0.4,0.2,0.2,0,0.5,0.9,97.9
"15851","Hillary Clinton",346,0.6,15308,49.2,98.7,0.4,0.2,0.2,0,0.5,0.9,97.9
"15856","Donald Trump",1457,0.52,27859,51.1,64.6,32.7,0.4,0.6,0.1,1.6,2.9,62.5
"15858","Hillary Clinton",1935,0.833,27859,51.1,64.6,32.7,0.4,0.6,0.1,1.6,2.9,62.5
"15862","Donald Trump",446,0.382,11103,52.9,57.6,37.9,0.9,1,0.2,2.3,3.6,55.3
"15866","Hillary Clinton",642,0.822,11103,52.9,57.6,37.9,0.9,1,0.2,2.3,3.6,55.3
"15869","Hillary Clinton",86898,0.63,1137538,50.5,66.6,10,0.7,19.2,0.1,3.5,16.4,52
"15873","Donald Trump",32751,0.251,1137538,50.5,66.6,10,0.7,19.2,0.1,3.5,16.4,52
"15878","Donald Trump",4888,0.361,68248,50.5,87.3,8.2,0.5,1.5,0.1,2.4,7.2,81
"15881","Hillary Clinton",2860,0.545,68248,50.5,87.3,8.2,0.5,1.5,0.1,2.4,7.2,81
"15884","Donald Trump",1021,0.42,15578,49.6,96.1,1.9,0.2,0.6,0,1.2,2.8,93.7
"15887","Hillary Clinton",396,0.297,15578,49.6,96.1,1.9,0.2,0.6,0,1.2,2.8,93.7
"15892","Donald Trump",1280,0.352,26092,54.3,81.5,15.4,0.3,0.7,0.1,2,3.2,78.9
"15894","Hillary Clinton",1355,0.576,26092,54.3,81.5,15.4,0.3,0.7,0.1,2,3.2,78.9
"15897","Donald Trump",3650,0.446,56358,50.7,89.4,8.4,0.5,0.4,0,1.3,2.7,87.2
"15903","Hillary Clinton",1674,0.626,56358,50.7,89.4,8.4,0.5,0.4,0,1.3,2.7,87.2
"15905","Hillary Clinton",2136,0.505,82377,50.2,91.4,4.6,0.4,1.6,0.1,2,7.4,84.8
"15907","Donald Trump",4730,0.367,82377,50.2,91.4,4.6,0.4,1.6,0.1,2,7.4,84.8
"15911","Donald Trump",1037,0.468,16815,50.8,96.7,1.6,0.2,0.5,0,1,1.6,95.2
"15917","Hillary Clinton",405,0.558,16815,50.8,96.7,1.6,0.2,0.5,0,1,1.6,95.2
"15920","Hillary Clinton",1448,0.591,37141,50.7,87.8,8.4,0.5,0.9,0,2.4,3.3,85
"15924","Donald Trump",2907,0.441,37141,50.7,87.8,8.4,0.5,0.9,0,2.4,3.3,85
"15928","Hillary Clinton",1572,0.716,21936,50.6,79.3,17.7,0.3,1.3,0,1.4,2.4,77.3
"15931","Donald Trump",1820,0.336,21936,50.6,79.3,17.7,0.3,1.3,0,1.4,2.4,77.3
"15932","Donald Trump",959,0.518,15093,51.3,96.1,2.3,0.2,0.2,0,1.1,3,93.4
"15935","Hillary Clinton",265,0.493,15093,51.3,96.1,2.3,0.2,0.2,0,1.1,3,93.4
"15941","Donald Trump",1057,0.356,19031,50.4,88.6,6.9,0.3,1.7,0,2.4,5,84.2
"15942","Hillary Clinton",579,0.487,19031,50.4,88.6,6.9,0.3,1.7,0,2.4,5,84.2
"15948","Hillary Clinton",832,0.877,11681,38.8,38.8,59.3,0.3,0.6,0,1,2.1,37.5
"15950","Donald Trump",371,0.534,11681,38.8,38.8,59.3,0.3,0.6,0,1,2.1,37.5
"15955","Donald Trump",2157,0.545,35200,52,61.3,36.6,0.3,0.5,0,1.2,1.9,59.8
"15959","Hillary Clinton",1754,0.808,35200,52,61.3,36.6,0.3,0.5,0,1.2,1.9,59.8
"15962","Donald Trump",8586,0.347,101918,51,86.7,9.6,0.5,1.6,0.1,1.6,2.6,84.6
"15965","Hillary Clinton",4915,0.599,101918,51,86.7,9.6,0.5,1.6,0.1,1.6,2.6,84.6
"15967","Hillary Clinton",28121,0.698,321924,52.8,59.3,30.1,0.4,7.9,0.1,2.2,5.4,55
"15969","Donald Trump",12910,0.289,321924,52.8,59.3,30.1,0.4,7.9,0.1,2.2,5.4,55
"15975","Donald Trump",2920,0.504,52081,51.8,75.3,22,0.3,0.6,0,1.7,5.4,70.5
"15978","Hillary Clinton",1809,0.727,52081,51.8,75.3,22,0.3,0.6,0,1.7,5.4,70.5
"15981","Donald Trump",164,0.418,2248,50.3,98.2,0.8,0.3,0.4,0,0.2,1.5,97.2
"15985","Hillary Clinton",86,0.494,2248,50.3,98.2,0.8,0.3,0.4,0,0.2,1.5,97.2
"15989","Donald Trump",2497,0.416,36007,51.3,72.7,23.9,0.4,1,0,1.9,2.7,70.6
"15991","Hillary Clinton",2446,0.739,36007,51.3,72.7,23.9,0.4,1,0,1.9,2.7,70.6
"15997","Hillary Clinton",5210,0.651,72583,51.7,80.6,13.6,0.4,2.6,0.1,2.7,5.5,76
"16001","Donald Trump",4246,0.277,72583,51.7,80.6,13.6,0.4,2.6,0.1,2.7,5.5,76
"16005","Donald Trump",411,0.492,7175,49.7,68.4,26.9,1.8,0.4,0,2.4,3.1,65.7
"16006","Hillary Clinton",477,0.787,7175,49.7,68.4,26.9,1.8,0.4,0,2.4,3.1,65.7
"16011","Hillary Clinton",916,0.594,25371,49.4,77.3,17.3,0.6,1.4,0.1,3.2,4.4,73.9
"16013","Donald Trump",1437,0.367,25371,49.4,77.3,17.3,0.6,1.4,0.1,3.2,4.4,73.9
"16018","Donald Trump",1131,0.418,16186,51.3,77.9,17.5,1.4,0.9,0,2.3,2.5,76
"16021","Hillary Clinton",841,0.719,16186,51.3,77.9,17.5,1.4,0.9,0,2.3,2.5,76
"16023","Hillary Clinton",823,0.743,11044,53.3,69.9,28,0.2,0.7,0,1.1,1.6,68.7
"16024","Donald Trump",874,0.418,11044,53.3,69.9,28,0.2,0.7,0,1.1,1.6,68.7
"16032","Donald Trump",1089,0.534,24951,47.7,94.2,4.2,0.4,0.3,0,0.9,1.8,92.8
"16033","Hillary Clinton",299,0.635,24951,47.7,94.2,4.2,0.4,0.3,0,0.9,1.8,92.8
"16039","Donald Trump",14420,0.279,363050,50.4,70.7,7.8,0.5,17.3,0.1,3.5,13.4,58.8
"16043","Hillary Clinton",21171,0.586,363050,50.4,70.7,7.8,0.5,17.3,0.1,3.5,13.4,58.8
"16045","Hillary Clinton",1630,0.655,34348,50.6,80,16.7,0.4,0.6,0,2.2,2.5,78
"16049","Donald Trump",2094,0.406,34348,50.6,80,16.7,0.4,0.6,0,2.2,2.5,78
"16053","Hillary Clinton",738,0.836,12466,47.3,63.3,34,0.4,0.3,0.2,1.8,4.2,60.2
"16057","Donald Trump",642,0.485,12466,47.3,63.3,34,0.4,0.3,0.2,1.8,4.2,60.2
"16060","Donald Trump",908,0.416,13157,51.4,87.2,9.5,0.3,0.6,0,2.4,2.1,85.3
"16063","Hillary Clinton",538,0.591,13157,51.4,87.2,9.5,0.3,0.6,0,2.4,2.1,85.3
"16066","Hillary Clinton",435,0.633,8836,51.7,87.7,9.2,0.3,0.7,0.1,2.1,2.1,85.8
"16067","Donald Trump",762,0.43,8836,51.7,87.7,9.2,0.3,0.7,0.1,2.1,2.1,85.8
"16074","Donald Trump",1515,0.5,31192,51.6,62.1,34.9,0.3,0.9,0.1,1.7,2.7,60.1
"16075","Hillary Clinton",1588,0.803,31192,51.6,62.1,34.9,0.3,0.9,0.1,1.7,2.7,60.1
"16081","Hillary Clinton",559,0.653,10696,50.8,79.6,17.7,0.4,0.4,0,1.8,2.2,77.9
"16083","Donald Trump",945,0.492,10696,50.8,79.6,17.7,0.4,0.4,0,1.8,2.2,77.9
"16088","Hillary Clinton",3506,0.407,97244,47.9,87.2,4.2,0.3,5.9,0.1,2.2,3,84.7
"16089","Donald Trump",3195,0.323,97244,47.9,87.2,4.2,0.3,5.9,0.1,2.2,3,84.7
"16093","Donald Trump",692,0.411,14850,51.4,84.4,12.5,0.5,0.6,0,1.9,3.5,81.7
"16095","Hillary Clinton",991,0.562,14850,51.4,84.4,12.5,0.5,0.6,0,1.9,3.5,81.7
"16102","Donald Trump",1626,0.398,20021,49,81.9,13.7,1,1.1,0,2.3,2.6,79.7
"16105","Hillary Clinton",951,0.678,20021,49,81.9,13.7,1,1.1,0,2.3,2.6,79.7
"16108","Donald Trump",626,0.454,12121,51.6,61.6,35.2,0.3,0.9,0.2,1.8,8.5,54.1
"16111","Hillary Clinton",868,0.725,12121,51.6,61.6,35.2,0.3,0.9,0.2,1.8,8.5,54.1
"16114","Donald Trump",1062,0.44,12251,50.5,73.4,24.8,0.2,0.3,0.1,1.2,3.6,70.2
"16120","Hillary Clinton",818,0.75,12251,50.5,73.4,24.8,0.2,0.3,0.1,1.2,3.6,70.2
"16123","Hillary Clinton",829,0.781,15579,47,57.9,39.4,0.7,0.4,0.1,1.5,4,55.2
"16125","Donald Trump",783,0.483,15579,47,57.9,39.4,0.7,0.4,0.1,1.5,4,55.2
"16129","Hillary Clinton",1322,0.599,35026,51,82.6,13.2,0.4,1.1,0.1,2.6,4.3,79
"16130","Donald Trump",2212,0.414,35026,51,82.6,13.2,0.4,1.1,0.1,2.6,4.3,79
"16138","Donald Trump",1377,0.51,23848,50.4,96,2.2,0.2,0.4,0,1.1,1.9,94.4
"16141","Hillary Clinton",411,0.536,23848,50.4,96,2.2,0.2,0.4,0,1.1,1.9,94.4
"16142","Hillary Clinton",361,0.488,18264,50.9,92.4,5.8,0.5,0.3,0,1,2.8,89.9
"16144","Donald Trump",1182,0.468,18264,50.9,92.4,5.8,0.5,0.3,0,1,2.8,89.9
"16153","Hillary Clinton",2369,0.752,62383,50.9,76.3,21.7,0.3,0.5,0,1.3,2.4,74.2
"16155","Donald Trump",4198,0.486,62383,50.9,76.3,21.7,0.3,0.5,0,1.3,2.4,74.2
"16156","Donald Trump",2509,0.381,28449,46.3,85.2,12.6,0.3,0.6,0,1.2,2,83.5
"16159","Hillary Clinton",1079,0.644,28449,46.3,85.2,12.6,0.3,0.6,0,1.2,2,83.5
"16166","Hillary Clinton",1366,0.758,23074,50.9,64,32.6,0.3,1.2,0.1,1.7,2.5,62.4
"16169","Donald Trump",853,0.414,23074,50.9,64,32.6,0.3,1.2,0.1,1.7,2.5,62.4
"16171","Hillary Clinton",1992,0.777,37333,45.1,61.8,32.2,0.8,1.8,0.4,3,7.6,56.3
"16176","Donald Trump",1938,0.483,37333,45.1,61.8,32.2,0.8,1.8,0.4,3,7.6,56.3
"16177","Donald Trump",15345,0.331,446094,50.2,64.4,21.5,1.1,8.4,0.2,4.4,22,45.7
"16181","Hillary Clinton",26439,0.638,446094,50.2,64.4,21.5,1.1,8.4,0.2,4.4,22,45.7
"16185","Hillary Clinton",837,0.583,34322,49.9,92.4,5.3,0.2,0.6,0,1.5,1.5,91.1
"16187","Donald Trump",2124,0.507,34322,49.9,92.4,5.3,0.2,0.6,0,1.5,1.5,91.1
"16192","Donald Trump",556,0.406,7361,50.2,92.4,4.6,0.2,0.8,0.1,2,3.4,89.2
"16195","Hillary Clinton",416,0.501,7361,50.2,92.4,4.6,0.2,0.8,0.1,2,3.4,89.2
"16198","Donald Trump",306,0.369,8902,44.5,67,30,0.4,0.7,0,1.8,6.5,61.3
"16204","Hillary Clinton",333,0.8,8902,44.5,67,30,0.4,0.7,0,1.8,6.5,61.3
"16206","Hillary Clinton",3323,0.543,93785,52,89,5.8,0.2,3.2,0,1.7,2.7,86.8
"16209","Donald Trump",5650,0.346,93785,52,89,5.8,0.2,3.2,0,1.7,2.7,86.8
"16212","Hillary Clinton",902,0.571,22327,50.6,94.5,2.7,0.6,0.6,0,1.5,1.6,93.1
"16215","Donald Trump",1154,0.355,22327,50.6,94.5,2.7,0.6,0.6,0,1.5,1.6,93.1
"16221","Donald Trump",4837,0.363,78171,51,95.1,2.1,0.6,0.7,0,1.5,6,90.1
"16225","Hillary Clinton",1734,0.47,78171,51,95.1,2.1,0.6,0.7,0,1.5,6,90.1
"16227","Donald Trump",1730,0.556,28023,51.2,97.8,1,0.2,0.2,0,0.7,1.1,96.9
"16229","Hillary Clinton",556,0.599,28023,51.2,97.8,1,0.2,0.2,0,0.7,1.1,96.9
"16234","Hillary Clinton",305,0.562,22384,49.9,97.9,0.8,0.3,0.2,0.1,0.7,1.3,96.8
"16237","Donald Trump",1487,0.503,22384,49.9,97.9,0.8,0.3,0.2,0.1,0.7,1.3,96.8
"16241","Hillary Clinton",958,0.505,43021,51.2,94.8,2.4,0.4,0.8,0,1.6,6.8,88.8
"16246","Donald Trump",2400,0.384,43021,51.2,94.8,2.4,0.4,0.8,0,1.6,6.8,88.8
"16247","Hillary Clinton",526,0.586,31555,51,95.9,2.4,0.2,0.4,0,1.2,1.8,94.3
"16252","Donald Trump",1744,0.52,31555,51,95.9,2.4,0.2,0.4,0,1.2,1.8,94.3
"16257","Donald Trump",1025,0.47,18059,48.1,61.5,36.1,0.4,0.3,0,1.6,1.3,60.7
"16260","Hillary Clinton",1199,0.838,18059,48.1,61.5,36.1,0.4,0.3,0,1.6,1.3,60.7
"16262","Donald Trump",6858,0.375,129188,50.8,77.3,16.1,0.4,2.7,0.2,3.3,8.7,70.1
"16265","Hillary Clinton",5399,0.604,129188,50.8,77.3,16.1,0.4,2.7,0.2,3.3,8.7,70.1
"16268","Donald Trump",7339,0.36,139992,49.6,74,18,0.7,3.3,0.2,3.9,11.3,64.8
"16271","Hillary Clinton",6437,0.603,139992,49.6,74,18,0.7,3.3,0.2,3.9,11.3,64.8
"16276","Hillary Clinton",812,0.818,6790,50.7,53.5,43.8,0.4,0.4,0,1.8,1.7,52.3
"16277","Donald Trump",362,0.454,6790,50.7,53.5,43.8,0.4,0.4,0,1.8,1.7,52.3
"16285","Hillary Clinton",958,0.905,11767,40.6,40.5,57.5,0.4,0.5,0,1.1,2.8,38.6
"16286","Donald Trump",440,0.493,11767,40.6,40.5,57.5,0.4,0.5,0,1.1,2.8,38.6
"16292","Hillary Clinton",683,0.577,43452,50.3,94.6,3.4,0.2,0.7,0,1.1,0.9,93.8
"16293","Donald Trump",3421,0.579,43452,50.3,94.6,3.4,0.2,0.7,0,1.1,0.9,93.8
"16296","Donald Trump",2044,0.395,38987,50.1,91.2,5.1,0.5,1.1,0.1,2.1,4.1,87.5
"16298","Hillary Clinton",941,0.48,38987,50.1,91.2,5.1,0.5,1.1,0.1,2.1,4.1,87.5
"16304","Hillary Clinton",1181,0.541,54729,50.7,97,1.5,0.2,0.6,0,0.8,1.4,95.6
"16308","Donald Trump",3333,0.434,54729,50.7,97,1.5,0.2,0.6,0,0.8,1.4,95.6
"16313","Donald Trump",1002,0.488,17477,51.4,68.5,27.4,0.8,0.8,0.1,2.4,6.1,63.6
"16315","Hillary Clinton",879,0.745,17477,51.4,68.5,27.4,0.8,0.8,0.1,2.4,6.1,63.6
"16318","Donald Trump",2093,0.567,39935,48.2,93,5.4,0.2,0.4,0,1,1.2,92
"16320","Hillary Clinton",519,0.48,39935,48.2,93,5.4,0.2,0.4,0,1,1.2,92
"16324","Hillary Clinton",528,0.552,29121,51.1,95.1,2.9,0.2,0.6,0,1.3,1.1,94.1
"16330","Donald Trump",1873,0.537,29121,51.1,95.1,2.9,0.2,0.6,0,1.3,1.1,94.1
"16331","Donald Trump",3981,0.332,66342,50.7,77.1,13.4,0.5,5.5,0.2,3.3,5.8,72.5
"16337","Hillary Clinton",3292,0.615,66342,50.7,77.1,13.4,0.5,5.5,0.2,3.3,5.8,72.5
"16341","Donald Trump",2546,0.188,150575,51.6,66.4,22.6,0.8,6.9,0.1,3.1,16.6,52.3
"16344","Hillary Clinton",16281,0.695,150575,51.6,66.4,22.6,0.8,6.9,0.1,3.1,16.6,52.3
"16345","Donald Trump",988,0.442,17184,52.5,91,5.9,0.3,0.9,0,1.9,1.7,89.6
"16349","Hillary Clinton",428,0.563,17184,52.5,91,5.9,0.3,0.9,0,1.9,1.7,89.6
"16354","Hillary Clinton",143,0.584,6603,53.2,90.7,5.3,1.2,0.6,0.3,2,2.5,88.4
"16356","Donald Trump",196,0.323,6603,53.2,90.7,5.3,1.2,0.6,0.3,2,2.5,88.4
"16359","Donald Trump",489,0.173,45593,51.7,69.9,19.2,0.4,7.1,0.1,3.2,4.9,66.1
"16365","Hillary Clinton",3888,0.464,45593,51.7,69.9,19.2,0.4,7.1,0.1,3.2,4.9,66.1
"16366","Donald Trump",11421,0.398,233371,51,62.7,30.1,0.4,3.4,0.1,3.2,5.3,58.9
"16369","Hillary Clinton",16126,0.741,233371,51,62.7,30.1,0.4,3.4,0.1,3.2,5.3,58.9
"16374","Hillary Clinton",407,0.558,17731,53.8,79.8,13.9,0.6,3.3,0.2,2.2,5.3,75.8
"16377","Donald Trump",1417,0.487,17731,53.8,79.8,13.9,0.6,3.3,0.2,2.2,5.3,75.8
"16382","Donald Trump",203,0.466,5802,50.6,83.7,12.8,0.4,0.8,0,2.4,2.5,81.5
"16386","Hillary Clinton",244,0.735,5802,50.6,83.7,12.8,0.4,0.8,0,2.4,2.5,81.5
"16387","Hillary Clinton",2676,0.8,42444,53.8,47.5,49.4,0.4,1.2,0.1,1.5,3.4,44.8
"16389","Donald Trump",1453,0.442,42444,53.8,47.5,49.4,0.4,1.2,0.1,1.5,3.4,44.8
"16396","Donald Trump",179,0.469,5462,53.8,33.2,63.7,0.5,1.2,0.1,1.3,5.5,29.2
"16400","Hillary Clinton",404,0.882,5462,53.8,33.2,63.7,0.5,1.2,0.1,1.3,5.5,29.2
"16402","Donald Trump",760,0.25,24483,50.7,73.3,5.4,0.8,17,0.1,3.4,16.6,58.8
"16407","Hillary Clinton",1840,0.594,24483,50.7,73.3,5.4,0.8,17,0.1,3.4,16.6,58.8
"16409","Hillary Clinton",1587,0.612,13601,51,80.6,5.3,0.5,9.3,0.1,4.3,9.5,72.3
"16412","Donald Trump",246,0.157,13601,51,80.6,5.3,0.5,9.3,0.1,4.3,9.5,72.3
"16417","Hillary Clinton",831,0.882,8526,54.9,39.2,57.3,0.4,0.9,0,2.1,2.3,37.8
"16420","Donald Trump",291,0.379,8526,54.9,39.2,57.3,0.4,0.9,0,2.1,2.3,37.8
"16422","Hillary Clinton",1396,0.527,28350,54.5,68.4,24.1,0.8,3,0.1,3.7,10.9,60
"16427","Donald Trump",708,0.311,28350,54.5,68.4,24.1,0.8,3,0.1,3.7,10.9,60
"16431","Donald Trump",303,0.501,7014,53,89.7,7,0.3,0.6,0.3,2.1,14.7,76.8
"16435","Hillary Clinton",129,0.578,7014,53,89.7,7,0.3,0.6,0.3,2.1,14.7,76.8
"16440","Hillary Clinton",13529,0.779,136879,51.9,43.3,49.8,0.5,2.4,0.2,3.8,5.3,40.1
"16441","Donald Trump",3876,0.407,136879,51.9,43.3,49.8,0.5,2.4,0.2,3.8,5.3,40.1
"16443","Hillary Clinton",1481,0.336,52478,52.1,84.1,8.4,0.7,4,0.2,2.6,18.6,68.1
"16445","Donald Trump",989,0.25,52478,52.1,84.1,8.4,0.7,4,0.2,2.6,18.6,68.1
"16451","Donald Trump",942,0.532,22196,53.3,55.5,39.4,0.6,1.1,0.2,3.2,7.2,50.4
"16456","Hillary Clinton",1177,0.774,22196,53.3,55.5,39.4,0.6,1.1,0.2,3.2,7.2,50.4
"16458","Donald Trump",109,0.199,7311,44.4,84.6,9.6,0.3,3.2,0.1,2.2,3.8,81.1
"16463","Hillary Clinton",402,0.611,7311,44.4,84.6,9.6,0.3,3.2,0.1,2.2,3.8,81.1
"16464","Hillary Clinton",3104,0.616,79047,53.2,65.7,28.5,0.5,3.1,0.1,2.1,3.3,63.1
"16470","Donald Trump",2334,0.227,79047,53.2,65.7,28.5,0.5,3.1,0.1,2.1,3.3,63.1
"16475","Donald Trump",1378,0.356,42081,49.7,73.7,15.1,1.3,6,0.2,3.7,33.7,43.9
"16477","Hillary Clinton",1812,0.581,42081,49.7,73.7,15.1,1.3,6,0.2,3.7,33.7,43.9
"16478","Donald Trump",363,0.383,15174,49.1,69.4,15,1.3,10.3,0.3,3.7,35.5,38.3
"16481","Hillary Clinton",581,0.574,15174,49.1,69.4,15,1.3,10.3,0.3,3.7,35.5,38.3
"16486","Donald Trump",426,0.424,13711,54,51.4,45.1,0.4,1,0,2,4.8,47.6
"16488","Hillary Clinton",834,0.753,13711,54,51.4,45.1,0.4,1,0,2,4.8,47.6
"16493","Donald Trump",5192,0.369,182965,51.6,50.9,41.1,0.6,3.2,0.2,4,8.5,45.2
"16495","Hillary Clinton",12495,0.73,182965,51.6,50.9,41.1,0.6,3.2,0.2,4,8.5,45.2
"16499","Hillary Clinton",15747,0.692,245428,47.8,49.2,42.7,0.7,3.7,0.2,3.5,7.5,44
"16503","Donald Trump",4555,0.365,245428,47.8,49.2,42.7,0.7,3.7,0.2,3.5,7.5,44
"16510","Donald Trump",200,0.532,4031,52.7,89.3,6.6,0.3,1.5,0,2.3,3.3,86.3
"16512","Hillary Clinton",86,0.538,4031,52.7,89.3,6.6,0.3,1.5,0,2.3,3.3,86.3
"16517","Hillary Clinton",4099,0.854,32701,53.8,18.4,77.6,0.4,1.2,0.2,2.2,4.4,15.9
"16519","Donald Trump",287,0.404,32701,53.8,18.4,77.6,0.4,1.2,0.2,2.2,4.4,15.9
"16520","Donald Trump",1261,0.415,12048,50.5,94.4,1.2,0.4,2.4,0,1.6,2.3,92.4
"16524","Hillary Clinton",295,0.465,12048,50.5,94.4,1.2,0.4,2.4,0,1.6,2.3,92.4
"16527","Donald Trump",3127,0.456,96004,52,41.8,53.4,0.5,1.4,0.1,2.8,4,39.3
"16531","Hillary Clinton",9464,0.785,96004,52,41.8,53.4,0.5,1.4,0.1,2.8,4,39.3
"16536","Donald Trump",478,0.334,17646,52.5,86,9.1,0.2,2.4,0.1,2.2,3.2,83.2
"16539","Hillary Clinton",472,0.416,17646,52.5,86,9.1,0.2,2.4,0.1,2.2,3.2,83.2
"16545","Donald Trump",2680,0.202,217853,52.3,44.7,49.7,0.6,2.4,0.2,2.2,6.6,40.2
"16547","Hillary Clinton",21822,0.606,217853,52.3,44.7,49.7,0.6,2.4,0.2,2.2,6.6,40.2
"16550","Donald Trump",2583,0.343,99428,52.3,65.4,29,0.4,2.3,0.1,2.8,5.9,60.7
"16552","Hillary Clinton",4783,0.59,99428,52.3,65.4,29,0.4,2.3,0.1,2.8,5.9,60.7
"16555","Donald Trump",1246,0.35,25483,52.2,88.5,7.3,0.3,1.9,0,1.9,3.2,86
"16561","Hillary Clinton",824,0.511,25483,52.2,88.5,7.3,0.3,1.9,0,1.9,3.2,86
"16566","Donald Trump",998,0.313,24538,55,83.8,12,0.3,1.2,0,2.6,2.8,81.5
"16568","Hillary Clinton",1114,0.448,24538,55,83.8,12,0.3,1.2,0,2.6,2.8,81.5
"16571","Donald Trump",3732,0.395,86806,51.7,52.4,42.9,0.4,1.8,0.1,2.3,3.7,49.9
"16574","Hillary Clinton",7533,0.795,86806,51.7,52.4,42.9,0.4,1.8,0.1,2.3,3.7,49.9
"16578","Donald Trump",22139,0.397,450980,50.8,68.6,20,0.5,6.8,0.2,4,7.7,62.9
"16582","Hillary Clinton",22352,0.63,450980,50.8,68.6,20,0.5,6.8,0.2,4,7.7,62.9
"16584","Hillary Clinton",788,0.503,21366,52.6,83.7,11.7,0.5,0.9,0,3.2,7,77.8
"16586","Donald Trump",910,0.322,21366,52.6,83.7,11.7,0.5,0.9,0,3.2,7,77.8
"16592","Donald Trump",336,0.217,14691,53.5,75.1,15,0.3,6.4,0.1,3.1,7.1,69.2
