"","candidate","votes","fraction_votes","PST045214","SEX255214","RHI125214","RHI225214","RHI325214","RHI425214","RHI525214","RHI625214","RHI725214","RHI825214"
"16594","Hillary Clinton",1159,0.491,14691,53.5,75.1,15,0.3,6.4,0.1,3.1,7.1,69.2
"16598","Donald Trump",871,0.32,27543,50.4,81.8,11.6,0.9,2.7,0.1,3,16.4,67.5
"16603","Hillary Clinton",949,0.51,27543,50.4,81.8,11.6,0.9,2.7,0.1,3,16.4,67.5
"16606","Hillary Clinton",6,0.261,19179,49.1,90.6,1.4,5,1.5,0.1,1.5,62,35.6
"16608","Donald Trump",929,0.79,19179,49.1,90.6,1.4,5,1.5,0.1,1.5,62,35.6
"16611","Hillary Clinton",21,0.328,22189,51.8,94.4,0.6,1.6,0.9,0.2,2.4,3.6,91.3
"16613","Donald Trump",2270,0.801,22189,51.8,94.4,0.6,1.6,0.9,0.2,2.4,3.6,91.3
"16614","Hillary Clinton",107,0.217,186486,49.8,91,1.6,1.3,3,0.2,2.9,20.4,72.3
"16617","Donald Trump",14943,0.756,186486,49.8,91,1.6,1.3,3,0.2,2.9,20.4,72.3
"16620","Donald Trump",5717,0.782,74588,50.1,93.8,0.8,1.8,1.2,0.2,2.1,27.4,68.6
"16622","Hillary Clinton",63,0.283,74588,50.1,93.8,0.8,1.8,1.2,0.2,2.1,27.4,68.6
"16624","Donald Trump",6715,0.781,72715,50.3,87.8,1,5.6,1.7,0.2,3.7,5.8,83.5
"16627","Hillary Clinton",85,0.31,72715,50.3,87.8,1,5.6,1.7,0.2,3.7,5.8,83.5
"16630","Donald Trump",32947,0.763,451008,50.5,87.3,2.2,1.1,4.6,0.8,4,8.7,80
"16633","Hillary Clinton",297,0.215,451008,50.5,87.3,2.2,1.1,4.6,0.8,4,8.7,80
"16637","Hillary Clinton",3,0.231,3985,50,94.4,0.6,1.6,0.7,0.3,2.4,6.3,89
"16638","Donald Trump",651,0.814,3985,50,94.4,0.6,1.6,0.7,0.3,2.4,6.3,89
"16640","Donald Trump",8727,0.8,102133,50.4,91.9,0.9,1.9,1.6,0.3,3.3,8.4,84.7
"16642","Hillary Clinton",76,0.23,102133,50.4,91.9,0.9,1.9,1.6,0.3,3.3,8.4,84.7
"16647","Donald Trump",3047,0.81,39804,49.6,93.7,0.8,2,1.1,0.2,2.2,30.4,65.8
"16648","Hillary Clinton",23,0.267,39804,49.6,93.7,0.8,2,1.1,0.2,2.2,30.4,65.8
"16651","Donald Trump",949,0.816,7667,48.3,76.5,0.7,16.9,0.9,0.2,4.9,4.2,73.8
"16652","Hillary Clinton",5,0.217,7667,48.3,76.5,0.7,16.9,0.9,0.2,4.9,4.2,73.8
"16654","Hillary Clinton",29,0.201,87809,48.1,90.9,2.8,1.4,2.1,0.4,2.4,51.9,42.1
"16658","Donald Trump",4277,0.739,87809,48.1,90.9,2.8,1.4,2.1,0.4,2.4,51.9,42.1
"16660","Hillary Clinton",2,0.4,2215,50.9,95.4,0,0.4,1.9,0,2.3,4.5,91.8
"16662","Donald Trump",290,0.676,2215,50.9,95.4,0,0.4,1.9,0,2.3,4.5,91.8
"16666","Donald Trump",7778,0.809,93147,49.5,92.6,1.8,2.1,1.1,0.2,2.2,39.9,55.7
"16668","Hillary Clinton",29,0.204,93147,49.5,92.6,1.8,2.1,1.1,0.2,2.2,39.9,55.7
"16669","Donald Trump",4598,0.852,70818,48.7,87.7,1.4,5.4,1.5,0.3,3.6,9.8,79.8
"16673","Hillary Clinton",65,0.267,70818,48.7,87.7,1.4,5.4,1.5,0.3,3.6,9.8,79.8
"16674","Donald Trump",6930,0.683,79275,50.1,86.3,2.9,1.1,4.8,0.5,4.5,7.1,80.6
"16677","Hillary Clinton",97,0.306,79275,50.1,86.3,2.9,1.1,4.8,0.5,4.5,7.1,80.6
"16680","Donald Trump",2462,0.764,30228,50.7,91.3,1,2.2,1.8,0.2,3.4,3.7,88.4
"16682","Hillary Clinton",56,0.293,30228,50.7,91.3,1,2.2,1.8,0.2,3.4,3.7,88.4
"16685","Hillary Clinton",3246,0.326,2079967,50,70.1,6.7,1.1,16.4,0.8,4.9,9.4,62.4
"16688","Donald Trump",64740,0.716,2079967,50,70.1,6.7,1.1,16.4,0.8,4.9,9.4,62.4
"16690","Donald Trump",16346,0.735,254183,49.1,83.3,2.9,1.8,5.4,1,5.6,7.2,77.7
"16691","Hillary Clinton",238,0.274,254183,49.1,83.3,2.9,1.8,5.4,1,5.6,7.2,77.7
"16696","Donald Trump",3337,0.829,42522,49.7,91.9,1.2,1.3,2.3,0.2,3.2,8.8,84.2
"16698","Hillary Clinton",31,0.226,42522,49.7,91.9,1.2,1.3,2.3,0.2,3.2,8.8,84.2
"16700","Hillary Clinton",11,0.167,20861,49.4,92.9,0.6,2.8,0.8,0.2,2.8,12.3,81.9
"16701","Donald Trump",2289,0.787,20861,49.4,92.9,0.6,2.8,0.8,0.2,2.8,12.3,81.9
"16704","Donald Trump",8513,0.818,75128,50,92.9,0.8,1.8,1,0.2,3.1,9.7,84.5
"16706","Hillary Clinton",36,0.176,75128,50,92.9,0.8,1.8,1,0.2,3.1,9.7,84.5
"16710","Hillary Clinton",8,0.258,10250,49.7,94.3,0.4,1.9,0.7,0.1,2.6,3.1,91.6
"16713","Donald Trump",1471,0.783,10250,49.7,94.3,0.4,1.9,0.7,0.1,2.6,3.1,91.6
"16714","Donald Trump",5491,0.794,60711,48.4,88.3,1.4,4.5,1.3,0.4,4.1,8.9,81.6
"16718","Hillary Clinton",55,0.255,60711,48.4,88.3,1.4,4.5,1.3,0.4,4.1,8.9,81.6
"16719","Donald Trump",2828,0.832,41290,49.5,82.4,0.8,12.6,1,0.2,3,19,66.4
"16720","Hillary Clinton",23,0.13,41290,49.5,82.4,0.8,12.6,1,0.2,3,19,66.4
"16726","Hillary Clinton",18,0.189,20561,49.8,89.9,1,3.1,2.2,0.2,3.7,9,82.6
"16727","Donald Trump",2038,0.832,20561,49.8,89.9,1,3.1,2.2,0.2,3.7,9,82.6
"16732","Hillary Clinton",10,0.222,12985,48.9,91.3,0.7,4,0.7,0.1,3.1,3.6,88.8
"16733","Donald Trump",1928,0.817,12985,48.9,91.3,0.7,4,0.7,0.1,3.1,3.6,88.8
"16734","Hillary Clinton",712,0.265,831928,50.3,76.1,7.4,1.7,6.6,1.5,6.7,10.2,68.4
"16738","Donald Trump",48071,0.76,831928,50.3,76.1,7.4,1.7,6.6,1.5,6.7,10.2,68.4
"16739","Hillary Clinton",25,0.24,16015,51.9,94.5,0.6,0.9,1.5,0.1,2.5,5.9,89.4
"16741","Donald Trump",959,0.714,16015,51.9,94.5,0.6,0.9,1.5,0.1,2.5,5.9,89.4
"16744","Hillary Clinton",116,0.265,120365,50.4,90.8,0.9,2.7,2.2,0.3,3,17.8,75.4
"16747","Donald Trump",7444,0.793,120365,50.4,90.8,0.9,2.7,2.2,0.3,3,17.8,75.4
"16750","Donald Trump",1078,0.827,11340,49.3,93,0.7,2.1,1.1,0.1,3,6,88
"16753","Hillary Clinton",5,0.098,11340,49.3,93,0.7,2.1,1.1,0.1,3,6,88
"16754","Donald Trump",35474,0.752,759583,49.7,80.2,3.1,1.6,10.2,0.5,4.4,9.7,72.1
"16755","Hillary Clinton",677,0.238,759583,49.7,80.2,3.1,1.6,10.2,0.5,4.4,9.7,72.1
"16760","Hillary Clinton",333,0.217,484318,50.3,89.8,1.9,1.7,2.3,0.4,3.8,5.2,85.6
"16761","Donald Trump",37357,0.749,484318,50.3,89.8,1.9,1.7,2.3,0.4,3.8,5.2,85.6
"16764","Hillary Clinton",23,0.184,43650,50,89.4,0.5,5.8,0.7,0.2,3.3,3.5,86.8
"16768","Donald Trump",5075,0.806,43650,50,89.4,0.5,5.8,0.7,0.2,3.3,3.5,86.8
"16770","Hillary Clinton",245,0.22,265851,50.9,82.9,3.4,1.7,5.7,1,5.2,8.4,76.3
"16771","Donald Trump",16639,0.75,265851,50.9,82.9,3.4,1.7,5.7,1,5.2,8.4,76.3
"16774","Donald Trump",530,0.84,4067,50.5,93.6,0.4,1.5,1,0.2,3.2,3.4,90.8
"16777","Hillary Clinton",2,0.105,4067,50.5,93.6,0.4,1.5,1,0.2,3.2,3.4,90.8
"16779","Donald Trump",4689,0.768,59844,49.1,92.2,2.1,1.4,1.7,0.3,2.4,21.2,72.5
"16783","Hillary Clinton",45,0.292,59844,49.1,92.2,2.1,1.4,1.7,0.3,2.4,21.2,72.5
"16784","Hillary Clinton",166,0.192,208351,50.4,87.3,1.2,3.2,4.3,0.3,3.7,8.9,79.9
"16786","Donald Trump",16533,0.755,208351,50.4,87.3,1.2,3.2,4.3,0.3,3.7,8.9,79.9
"16791","Hillary Clinton",28,0.204,46827,48.9,85.1,2.3,0.7,7.7,0.3,3.9,5.6,80.3
"16792","Donald Trump",2071,0.71,46827,48.9,85.1,2.3,0.7,7.7,0.3,3.9,5.6,80.3
"16794","Hillary Clinton",123,0.237,247687,49.9,88,1.5,6,1.5,0.2,2.8,47.7,45
"16798","Donald Trump",14872,0.826,247687,49.9,88,1.5,6,1.5,0.2,2.8,47.7,45
"16801","Hillary Clinton",686,0.356,16766,51.1,96.7,1,0.5,0.2,0,1.5,0.8,96.1
"16802","Donald Trump",1782,0.812,16766,51.1,96.7,1,0.5,0.2,0,1.5,0.8,96.1
"16804","Donald Trump",9235,0.761,110497,50.7,88.4,7.5,0.3,1.1,0,2.7,3.9,85.1
"16806","Hillary Clinton",3591,0.44,110497,50.7,88.4,7.5,0.3,1.1,0,2.7,3.9,85.1
"16809","Donald Trump",1388,0.86,23714,50.3,98.5,0.6,0.1,0.1,0,0.6,0.5,98
"16810","Hillary Clinton",1244,0.268,23714,50.3,98.5,0.6,0.1,0.1,0,0.6,0.5,98
"16815","Hillary Clinton",899,0.349,14463,49.7,97.7,0.6,0.3,0.3,0,1,0.7,97.2
"16818","Donald Trump",861,0.824,14463,49.7,97.7,0.6,0.3,0.3,0,1,0.7,97.2
"16819","Hillary Clinton",1489,0.385,23530,51,96.7,1.6,0.1,0.4,0,1.2,0.8,96
"16823","Donald Trump",1963,0.816,23530,51,96.7,1.6,0.1,0.4,0,1.2,0.8,96
"16826","Donald Trump",5977,0.693,97109,51.3,91.3,5.1,0.2,1.2,0,2.1,1.4,90.2
"16827","Hillary Clinton",4407,0.379,97109,51.3,91.3,5.1,0.2,1.2,0,2.1,1.4,90.2
"16829","Donald Trump",480,0.835,7513,49.8,98.2,0.3,0.3,0.2,0,1,1.1,97.2
"16831","Hillary Clinton",312,0.236,7513,49.8,98.2,0.3,0.3,0.2,0,1,1.1,97.2
"16834","Donald Trump",568,0.808,8941,49.9,98.3,0.2,0.2,0.1,0,1.2,0.5,97.8
"16836","Hillary Clinton",434,0.294,8941,49.9,98.3,0.2,0.2,0.1,0,1.2,0.5,97.8
"16840","Hillary Clinton",115,0.288,8391,45.2,96.4,1.9,0.3,0.3,0,1.1,0.7,95.8
"16841","Donald Trump",1222,0.776,8391,45.2,96.4,1.9,0.3,0.3,0,1.1,0.7,95.8
"16844","Hillary Clinton",2317,0.338,45132,49.6,93.4,4.7,0.3,0.2,0,1.3,1.1,92.5
"16848","Donald Trump",2683,0.838,45132,49.6,93.4,4.7,0.3,0.2,0,1.3,1.1,92.5
"16849","Hillary Clinton",343,0.283,8618,39.9,83.8,12.8,0.9,0.8,0.1,1.5,6.2,79
"16852","Donald Trump",433,0.794,8618,39.9,83.8,12.8,0.9,0.8,0.1,1.5,6.2,79
"16856","Hillary Clinton",168,0.421,11687,50.3,97.8,0.9,0.2,0.2,0,0.9,1.3,96.7
"16858","Donald Trump",2576,0.858,11687,50.3,97.8,0.9,0.2,0.2,0,0.9,1.3,96.7
"16860","Hillary Clinton",1894,0.35,35450,51.1,94.6,2.9,0.4,0.4,0,1.6,1.4,93.5
"16862","Donald Trump",3005,0.762,35450,51.1,94.6,2.9,0.4,0.4,0,1.6,1.4,93.5
"16866","Donald Trump",2125,0.744,23483,49.3,97,1.3,0.2,0.3,0.1,1.1,1.3,95.9
"16868","Hillary Clinton",719,0.33,23483,49.3,97,1.3,0.2,0.3,0.1,1.1,1.3,95.9
"16870","Donald Trump",2458,0.801,30112,51.6,95.5,2.6,0.1,0.3,0,1.5,1.2,94.5
"16873","Hillary Clinton",1547,0.368,30112,51.6,95.5,2.6,0.1,0.3,0,1.5,1.2,94.5
"16874","Donald Trump",1119,0.786,13923,49.7,94.5,3,0.2,1.1,0,1.1,3.6,91.7
"16876","Hillary Clinton",655,0.342,13923,49.7,94.5,3,0.2,1.1,0,1.1,3.6,91.7
"16879","Hillary Clinton",4184,0.382,68761,51.1,95.8,1.7,0.2,0.6,0,1.6,1.6,94.3
"16882","Donald Trump",5654,0.77,68761,51.1,95.8,1.7,0.2,0.6,0,1.6,1.6,94.3
"16885","Donald Trump",3585,0.757,29126,50.7,97.9,0.5,0.3,0.4,0,1,0.8,97.2
"16887","Hillary Clinton",1443,0.4,29126,50.7,97.9,0.5,0.3,0.4,0,1,0.8,97.2
"16889","Donald Trump",3863,0.723,55713,50.8,88.6,6.8,0.3,1.8,0.1,2.5,5.5,83.7
"16893","Hillary Clinton",2910,0.45,55713,50.8,88.6,6.8,0.3,1.8,0.1,2.5,5.5,83.7
"16894","Donald Trump",13936,0.742,190223,51.8,88.9,7.6,0.2,1.2,0,2.2,1.1,88
"16898","Hillary Clinton",12628,0.45,190223,51.8,88.9,7.6,0.2,1.2,0,2.2,1.1,88
"16899","Donald Trump",2128,0.799,16414,50.6,97.5,0.6,0.2,0.4,0,1.2,1,96.6
"16901","Hillary Clinton",712,0.318,16414,50.6,97.5,0.6,0.2,0.4,0,1.2,1,96.6
"16904","Hillary Clinton",1015,0.317,21561,50.3,98.7,0.3,0.1,0.1,0,0.7,0.7,98.1
"16905","Donald Trump",1193,0.823,21561,50.3,98.7,0.3,0.1,0.1,0,0.7,0.7,98.1
"16909","Hillary Clinton",1491,0.235,35348,50.4,96.7,2,0.1,0.3,0,0.9,0.9,95.9
"16912","Donald Trump",1665,0.896,35348,50.4,96.7,2,0.1,0.3,0,0.9,0.9,95.9
"16916","Donald Trump",760,0.915,20448,50.6,89.4,9,0.2,0.2,0,1.2,0.6,88.9
"16918","Hillary Clinton",781,0.299,20448,50.6,89.4,9,0.2,0.2,0,1.2,0.6,88.9
"16920","Hillary Clinton",3556,0.35,56803,50.8,94.1,3.5,0.3,0.6,0,1.6,1.2,93
"16923","Donald Trump",4035,0.779,56803,50.8,94.1,3.5,0.3,0.6,0,1.6,1.2,93
"16924","Donald Trump",3071,0.799,32416,50.7,97.6,0.7,0.2,0.4,0,1,1,96.7
"16926","Hillary Clinton",1449,0.312,32416,50.7,97.6,0.7,0.2,0.4,0,1,1,96.7
"16931","Donald Trump",2484,0.751,27016,51.9,97.4,0.9,0.2,0.4,0.1,1.1,0.6,96.8
"16933","Hillary Clinton",1221,0.356,27016,51.9,97.4,0.9,0.2,0.4,0.1,1.1,0.6,96.8
"16934","Donald Trump",5526,0.829,61785,52.1,91.2,6.3,0.2,0.6,0,1.7,1,90.4
"16936","Hillary Clinton",2167,0.345,61785,52.1,91.2,6.3,0.2,0.6,0,1.7,1,90.4
"16939","Donald Trump",3481,0.791,27578,50.4,94.9,3.1,0.2,0.4,0,1.4,0.9,94.2
"16942","Hillary Clinton",854,0.38,27578,50.4,94.9,3.1,0.2,0.4,0,1.4,0.9,94.2
"16945","Donald Trump",1161,0.895,25716,50.7,96.5,1.9,0.1,0.4,0,1.1,0.6,95.9
"16948","Hillary Clinton",1074,0.214,25716,50.7,96.5,1.9,0.1,0.4,0,1.1,0.6,95.9
"16950","Hillary Clinton",4963,0.353,103463,48.6,90.8,3.9,0.2,3.2,0.1,1.9,2,89
"16951","Donald Trump",5971,0.692,103463,48.6,90.8,3.9,0.2,3.2,0.1,1.9,2,89
"16957","Hillary Clinton",604,0.368,13582,50.6,97.3,0.8,0.3,0.2,0,1.5,0.8,96.6
"16958","Donald Trump",1557,0.805,13582,50.6,97.3,0.8,0.3,0.2,0,1.5,0.8,96.6
"16961","Donald Trump",2824,0.784,17453,50.4,96.9,0.8,0.4,0.4,0,1.4,1.2,96
"16963","Hillary Clinton",486,0.393,17453,50.4,96.9,0.8,0.4,0.4,0,1.4,1.2,96
"16964","Donald Trump",2210,0.838,25827,50.7,97.7,0.3,0.6,0.4,0,1,0.7,97
"16965","Hillary Clinton",1086,0.295,25827,50.7,97.7,0.3,0.6,0.4,0,1,0.7,97
"16971","Hillary Clinton",2468,0.389,43328,52.1,93.2,3.7,0.2,0.9,0,2,1.1,92.4
"16972","Donald Trump",3875,0.707,43328,52.1,93.2,3.7,0.2,0.9,0,2,1.1,92.4
"16975","Donald Trump",587,0.812,7371,48.7,95.7,2.4,0.3,0.2,0.1,1.3,1.1,94.8
"16978","Hillary Clinton",384,0.386,7371,48.7,95.7,2.4,0.3,0.2,0.1,1.3,1.1,94.8
"16980","Hillary Clinton",329,0.333,7634,46.4,97,1.5,0.2,0.1,0,1.1,0.9,96.2
"16981","Donald Trump",855,0.753,7634,46.4,97,1.5,0.2,0.1,0,1.1,0.9,96.2
"16985","Donald Trump",833,0.802,8662,48.4,97.2,1.1,0.3,0.2,0,1.3,1.5,95.8
"16988","Hillary Clinton",524,0.348,8662,48.4,97.2,1.1,0.3,0.2,0,1.3,1.5,95.8
"16989","Donald Trump",4187,0.798,33788,48.5,97.4,1.3,0.2,0.2,0,0.9,0.9,96.5
"16991","Hillary Clinton",957,0.313,33788,48.5,97.4,1.3,0.2,0.2,0,0.9,0.9,96.5
"16996","Donald Trump",6395,0.75,56770,50.8,96.6,1.1,0.3,0.9,0.1,1.1,1.1,95.6
"16998","Hillary Clinton",2543,0.401,56770,50.8,96.6,1.1,0.3,0.9,0.1,1.1,1.1,95.6
"16999","Hillary Clinton",3225,0.346,78241,49.9,88.7,8.2,0.3,1,0,1.7,1.5,87.6
"17001","Donald Trump",7325,0.813,78241,49.9,88.7,8.2,0.3,1,0,1.7,1.5,87.6
"17004","Hillary Clinton",1515,0.318,29429,48.3,96.9,1.5,0.3,0.3,0,1,0.8,96.1
"17007","Donald Trump",2206,0.779,29429,48.3,96.9,1.5,0.3,0.3,0,1,0.8,96.1
"17011","Hillary Clinton",199,0.329,10011,50.3,98.4,0.4,0.2,0.2,0,0.9,0.7,97.7
"17012","Donald Trump",1740,0.793,10011,50.3,98.4,0.4,0.2,0.2,0,0.9,0.7,97.7
"17014","Hillary Clinton",741,0.391,14664,50.4,98,0.4,0.2,0.3,0,1,0.9,97.1
"17015","Donald Trump",1457,0.767,14664,50.4,98,0.4,0.2,0.3,0,1,0.9,97.1
"17020","Hillary Clinton",779,0.375,13417,55.2,92.6,5.2,0.3,0.3,0,1.5,1.8,91.2
"17022","Donald Trump",942,0.73,13417,55.2,92.6,5.2,0.3,0.3,0,1.5,1.8,91.2
"17026","Hillary Clinton",764,0.358,17069,49.3,97.1,1.1,0.3,0.4,0,1.1,0.9,96.3
"17027","Donald Trump",1652,0.795,17069,49.3,97.1,1.1,0.3,0.4,0,1.1,0.9,96.3
"17030","Donald Trump",787,0.784,6927,49.4,98.2,0.4,0.3,0.2,0,0.8,0.8,97.5
"17033","Hillary Clinton",330,0.261,6927,49.4,98.2,0.4,0.3,0.2,0,0.8,0.8,97.5
"17035","Hillary Clinton",202,0.283,9098,50.5,98.7,0.3,0.2,0.2,0,0.7,0.7,98.1
"17037","Donald Trump",1358,0.79,9098,50.5,98.7,0.3,0.2,0.2,0,0.7,0.7,98.1
"17039","Donald Trump",3273,0.761,24731,50.4,97.4,0.9,0.2,0.5,0,1,1.2,96.3
"17041","Hillary Clinton",738,0.365,24731,50.4,97.4,0.9,0.2,0.5,0,1,1.2,96.3
"17044","Donald Trump",2662,0.773,41122,51.2,98,0.5,0.3,0.4,0,0.9,0.7,97.4
"17046","Hillary Clinton",1934,0.306,41122,51.2,98,0.5,0.3,0.4,0,0.9,0.7,97.4
"17050","Hillary Clinton",384,0.248,8834,50.6,98,0.4,0.1,0.3,0,1.3,0.6,97.5
"17052","Donald Trump",423,0.849,8834,50.6,98,0.4,0.1,0.3,0,1.3,0.6,97.5
"17056","Hillary Clinton",845,0.274,15988,50.6,98.1,0.5,0.1,0.4,0,0.9,0.7,97.5
"17057","Donald Trump",1096,0.769,15988,50.6,98.1,0.5,0.1,0.4,0,0.9,0.7,97.5
"17060","Hillary Clinton",170,0.292,5845,49.5,98,0.3,0.2,0.2,0,1.2,0.7,97.3
"17061","Donald Trump",431,0.75,5845,49.5,98,0.3,0.2,0.2,0,1.2,0.7,97.3
"17064","Donald Trump",9589,0.723,86237,51.6,96.4,1.2,0.2,0.6,0,1.5,1,95.5
"17068","Hillary Clinton",3169,0.373,86237,51.6,96.4,1.2,0.2,0.6,0,1.5,1,95.5
"17069","Donald Trump",1593,0.878,22598,50.5,97.9,0.7,0.2,0.1,0,1.1,0.5,97.4
"17071","Hillary Clinton",710,0.246,22598,50.5,97.9,0.7,0.2,0.1,0,1.1,0.5,97.4
"17075","Hillary Clinton",1373,0.474,20215,46.4,94,3.2,1.1,0.5,0.1,1.2,3.9,90.6
"17076","Donald Trump",2279,0.554,20215,46.4,94,3.2,1.1,0.5,0.1,1.2,3.9,90.6
"17079","Donald Trump",1367,0.538,16103,49.7,84.2,0.5,11.3,0.4,0,3.5,2.4,82.9
"17083","Hillary Clinton",1346,0.368,16103,49.7,84.2,0.5,11.3,0.4,0,3.5,2.4,82.9
"17085","Hillary Clinton",2570,0.462,45455,50.2,96.1,1,1,0.7,0,1.2,2.4,94
"17086","Donald Trump",4217,0.469,45455,50.2,96.1,1,1,0.7,0,1.2,2.4,94
"17090","Donald Trump",1599,0.52,14985,48.9,86.1,0.6,10.2,0.4,0,2.7,1.5,85.2
"17092","Hillary Clinton",1484,0.362,14985,48.9,86.1,0.6,10.2,0.4,0,2.7,1.5,85.2
"17096","Donald Trump",18705,0.371,256670,50.4,88.9,2.5,3.1,3.2,0.1,2.1,8,82.2
"17098","Hillary Clinton",16626,0.424,256670,50.4,88.9,2.5,3.1,3.2,0.1,2.1,8,82.2
"17099","Donald Trump",1395,0.513,13188,49.3,97.9,0.5,0.4,0.2,0,1,1.9,96.3
"17102","Hillary Clinton",825,0.415,13188,49.3,97.9,0.5,0.4,0.2,0,1,1.9,96.3
"17104","Donald Trump",1628,0.499,15328,48.9,91.8,0.7,4.8,0.4,0,2.4,1.6,90.7
"17106","Hillary Clinton",917,0.494,15328,48.9,91.8,0.7,4.8,0.4,0,2.4,1.6,90.7
"17109","Donald Trump",4051,0.348,49491,49.9,95.1,0.7,0.5,2.4,0.1,1.3,4,91.5
"17113","Hillary Clinton",3031,0.429,49491,49.9,95.1,0.7,0.5,2.4,0.1,1.3,4,91.5
"17115","Hillary Clinton",4021,0.438,63460,48.1,95.2,1.6,0.6,1.5,0,1.1,1.6,94
"17118","Donald Trump",5832,0.457,63460,48.1,95.2,1.6,0.6,1.5,0,1.1,1.6,94
"17121","Donald Trump",2823,0.462,34423,49.5,97.5,0.5,0.7,0.5,0,0.7,4.2,93.6
"17123","Hillary Clinton",1475,0.428,34423,49.5,97.5,0.5,0.7,0.5,0,0.7,4.2,93.6
"17126","Hillary Clinton",4183,0.392,56615,49.2,96,1.5,0.7,0.6,0.1,1.2,2.9,93.5
"17127","Donald Trump",4413,0.395,56615,49.2,96,1.5,0.7,0.6,0.1,1.2,2.9,93.5
"17130","Hillary Clinton",1132,0.414,16392,48.6,96.3,2,0.3,0.5,0,0.9,1.1,95.3
"17131","Donald Trump",1201,0.453,16392,48.6,96.3,2,0.3,0.5,0,0.9,1.1,95.3
"17135","Donald Trump",20884,0.303,516284,50.4,86.1,5.4,0.5,5.6,0.1,2.5,6.2,80.7
"17136","Hillary Clinton",61072,0.373,516284,50.4,86.1,5.4,0.5,5.6,0.1,2.5,6.2,80.7
"17139","Hillary Clinton",4501,0.418,88574,47.3,94.9,3.1,0.5,0.6,0.1,0.9,4.6,90.6
"17141","Donald Trump",6501,0.326,88574,47.3,94.9,3.1,0.5,0.6,0.1,0.9,4.6,90.6
"17146","Donald Trump",2948,0.395,27766,50.8,97.1,0.7,0.7,0.5,0,1.1,2.7,94.6
"17148","Hillary Clinton",2935,0.461,27766,50.8,97.1,0.7,0.7,0.5,0,1.1,2.7,94.6
"17149","Hillary Clinton",3574,0.439,43698,50.1,93,1.2,2,0.9,0,2.8,1.4,91.9
"17153","Donald Trump",3676,0.547,43698,50.1,93,1.2,2,0.9,0,2.8,1.4,91.9
"17154","Hillary Clinton",2421,0.36,44305,49.6,94.7,0.7,0.5,2.9,0,1.2,1.8,93.1
"17156","Donald Trump",3074,0.411,44305,49.6,94.7,0.7,0.5,2.9,0,1.2,1.8,93.1
"17160","Hillary Clinton",7323,0.358,101564,50.7,92.8,1,0.6,3.8,0.1,1.7,2.3,91
"17163","Donald Trump",6505,0.378,101564,50.7,92.8,1,0.6,3.8,0.1,1.7,2.3,91
"17164","Hillary Clinton",175,0.369,4481,48.6,96.9,0.4,0.8,0.4,0,1.5,1,96.1
"17168","Donald Trump",653,0.536,4481,48.6,96.9,0.4,0.8,0.4,0,1.5,1,96.1
"17170","Donald Trump",7650,0.329,101759,50.8,95.2,1.6,0.6,1.3,0,1.3,4.9,90.8
"17171","Hillary Clinton",5514,0.427,101759,50.8,95.2,1.6,0.6,1.3,0,1.3,4.9,90.8
"17174","Donald Trump",1110,0.562,9127,49,81.3,1,14.3,0.3,0.1,2.9,2,80.5
"17176","Hillary Clinton",609,0.481,9127,49,81.3,1,14.3,0.3,0.1,2.9,2,80.5
"17180","Donald Trump",3462,0.404,51829,47.8,96.8,1.3,0.3,0.9,0,0.8,1.4,95.5
"17183","Hillary Clinton",3036,0.402,51829,47.8,96.8,1.3,0.3,0.9,0,0.8,1.4,95.5
"17187","Hillary Clinton",2766,0.387,37063,50.4,97.4,0.6,0.3,0.7,0,1,2.9,94.6
"17188","Donald Trump",2825,0.405,37063,50.4,97.4,0.6,0.3,0.7,0,1,2.9,94.6
"17191","Donald Trump",1983,0.422,18836,49.7,97.3,0.6,0.5,0.7,0,0.8,4.6,93.1
"17192","Hillary Clinton",869,0.429,18836,49.7,97.3,0.6,0.5,0.7,0,0.8,4.6,93.1
"17194","Donald Trump",1609,0.393,23825,50.1,97.6,0.5,0.2,0.6,0,1,1.8,96
"17195","Hillary Clinton",2161,0.402,23825,50.1,97.6,0.5,0.2,0.6,0,1,1.8,96
"17201","Hillary Clinton",437,0.439,5917,49.9,97.2,0.3,0.9,0.3,0,1.3,1,96.4
"17202","Donald Trump",940,0.596,5917,49.9,97.2,0.3,0.9,0.3,0,1.3,1,96.4
"17206","Hillary Clinton",1294,0.41,20652,46.4,88.5,2.2,7.1,0.4,0.1,1.7,3.3,86.3
"17208","Donald Trump",1804,0.527,20652,46.4,88.5,2.2,7.1,0.4,0.1,1.7,3.3,86.3
"17210","Hillary Clinton",4771,0.387,84395,50.1,96.5,1,0.5,0.9,0,1.2,6.9,90.1
"17213","Donald Trump",5766,0.318,84395,50.1,96.5,1,0.5,0.9,0,1.2,6.9,90.1
"17214","Donald Trump",2780,0.546,26395,47,94.3,2.4,1.6,0.5,0.1,1.1,2.9,92
"17218","Hillary Clinton",1357,0.422,26395,47,94.3,2.4,1.6,0.5,0.1,1.1,2.9,92
"17219","Donald Trump",11139,0.422,168068,50.6,87.7,7.3,0.7,1.6,0.1,2.5,12.6,76.8
"17222","Hillary Clinton",10871,0.425,168068,50.6,87.7,7.3,0.7,1.6,0.1,2.5,12.6,76.8
"17225","Hillary Clinton",1495,0.471,20444,49.3,97.5,0.5,0.6,0.4,0,1,2.3,95.5
